Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,athlete_id
2019,Vincent Hobbs,Texas A&M-Kingsville,TE,75.25,254,9.5,33.75,NA,4.91,19,28,113,5.01,7.35,NA,535772
2019,TJ Hockenson,Iowa,TE,76.63,251,9.5,32.25,NA,4.7,17,37.5,123,4.18,NA,NA,4036133
2019,Devlin Hodges,Samford (AL),QB,72.38,212,9.25,30.125,NA,4.79,NA,32,103,4.53,7.38,NA,NA
2019,Cole Holcomb,North Carolina,ILB,73.25,231,10,31.625,NA,4.51,22,NA,132,4.14,6.77,NA,3116689
2019,Alijah Holder,Stanford,CB,72.75,191,9.5,32.5,NA,4.6,9,36,121,4.15,NA,NA,3117249
2019,Justin Hollins,Oregon,EDG,77.25,248,10.38,33.38,NA,4.5,25,36.5,119,4.4,NA,NA,3122678
2019,Kadar Hollman,Toledo,CB,71.75,196,9,31,NA,4.38,18,38.5,119,4.23,6.81,NA,NA
2019,Corey Holmes,Morgan State (MD),WR,73.13,183,9.25,32.75,NA,4.54,12,38.5,133,4.08,7.34,NA,3129300
2019,Elijah Holyfield,Georgia,RB,70.38,217,9,30.38,NA,4.78,26,29.5,118,NA,NA,NA,4035006
2019,Travis Homer,Miami (FL),RB,70.38,201,10,31.5,NA,4.48,17,39.5,130,4.31,7.22,NA,4037457
2019,Amani Hooker,Iowa,S,71.63,210,9.13,30.13,NA,4.48,14,37,123,4.1,NA,NA,4036134
2019,Nate Howard,Austin Peay (TN),DE,75.63,245,8.63,32.25,NA,5.06,13,31.5,112,4.64,7.07,NA,3924322
2019,Tytus Howard,Alabama State,OT,77,322,10.63,34,NA,5.05,21,29.5,103,4.87,NA,NA,NA
2019,Braxton Hoyett,Mississippi State,DT,74.88,302,9.5,32.125,NA,5.33,22,26,99,4.78,7.77,NA,NA
2019,Jacob Huff,Minnesota,SS,70.13,199,9.88,30.5,NA,4.74,16,32.5,114,4.2,7,NA,3728300
2019,Albert Huggins,Clemson,DT,74.88,305,10.63,33.5,NA,5.12,35,25.5,101,4.84,7.56,NA,3728248
2019,Lil'Jordan Humphrey,Texas,WR,75.63,210,9.5,32.75,NA,4.75,13,33.5,119,4.29,NA,NA,4039057
2019,Logan Hunt,Georgia Southern,DE,72.75,270,8.75,31,NA,5.37,22,24.5,97,4.81,8,NA,3917230
2019,Jalen Hurd,Baylor,WR,76.63,226,10.25,32,NA,4.64,23,35.5,124,4.15,NA,NA,559716
2019,Mitch Hyatt,Clemson,OT,77.38,303,10.25,34.125,NA,5.29,28,25.5,102,4.52,NA,NA,3728250
2019,Julian Hylton,Southern Illinois,SS,71.75,214,9.5,31.875,NA,4.49,18,37,126,4.35,6.96,NA,3115916
2019,Alec Ingold,Wisconsin,FB,72.75,242,9.63,31.5,NA,4.89,16,34,116,4.32,NA,NA,3917668
2019,Trenton Irwin,Stanford,WR,73.5,204,8.88,31.125,NA,NA,NA,NA,NA,NA,NA,NA,3931391
2019,Andy Isabella,Massachusetts,WR,68.75,188,8.38,29.75,NA,4.31,15,36.5,121,4.15,NA,NA,3914328
2019,Ridwan Issahaku,Texas Christian,SS,70.5,193,9.5,31.125,NA,4.68,11,33,122,4.25,6.94,NA,3116426
2019,Martez Ivey,Florida,OG,77,315,10.38,36.25,NA,5.82,15,26.5,103,4.99,8.16,NA,NA
2019,Joe Jackson,Miami (FL),DE,76.25,275,10,34.13,NA,4.86,22,27,109,4.66,7.8,NA,NA
2019,Michael Jackson,Miami (FL),CB,72.63,210,9.75,32.5,NA,4.45,13,40.5,130,4.12,NA,NA,3917853
2019,Tyree Jackson,Buffalo,QB,79,249,10.25,34.25,NA,4.59,NA,34.5,120,4.28,NA,NA,NA
2019,Josh Jacobs,Alabama,RB,70,220,10.13,31.63,NA,4.64,18,35,112,NA,NA,NA,4047365
2019,Taivon Jacobs,Maryland,WR,69.75,170,8,28.875,NA,4.64,13,39,123,NA,NA,NA,556878
2019,Andre James,UCLA,OG,76.13,299,10,32,NA,5.32,21,29,105,4.84,NA,NA,NA
2019,Chris James,Wisconsin,RB,69.63,215,9,30,NA,4.67,19,34,117,4.23,7.11,NA,NA
2019,CeCe Jefferson,Florida,DE,73.63,266,9.63,33.63,NA,5.02,17,30.5,108,4.53,NA,NA,NA
2019,Jalen Jelks,Oregon,EDG,77.38,256,9.63,34.63,NA,4.92,19,32.5,113,4.59,NA,NA,3122692
2019,Elgton Jenkins,Mississippi State,OL,76.5,310,10.25,34,NA,5.1,29,28,109,4.62,NA,NA,NA
2019,Gary Jennings,West Virginia,WR,73,214,9.63,32.5,NA,4.42,20,37,127,4.15,NA,NA,3916071
2019,Anthony Johnson,Buffalo,WR,73.88,209,9.38,31.38,NA,4.55,18,32.5,122,NA,NA,NA,NA
2019,Darryl Johnson,North Carolina A&T,EDG,78,253,10,33.88,NA,4.82,20,32.5,112,4.56,6.97,NA,481142
2019,Devon Johnson,Ferris State (MI),OT,79.25,338,9.5,34.75,NA,5.12,26,27.5,89,5.28,8.28,NA,535473
2019,Diontae Johnson,Toledo,WR,70.5,183,9,30.75,NA,4.53,15,33.5,123,4.45,NA,NA,3932905
2019,Fred Johnson,Florida,OL,79,326,10.63,34,NA,5.32,20,24.5,104,5.09,7.91,NA,5147146
2019,Gary Johnson,Texas,LB,71.88,226,10.25,31.25,NA,4.43,16,33.5,121,4.57,NA,NA,4259349
2019,Isaiah Johnson,Houston,CB,73.88,208,8.75,33,NA,4.4,9,36.5,133,4.06,NA,NA,NA
2019,Jaquan Johnson,Miami (FL),S,70.13,191,8.75,29.63,NA,4.69,18,33,121,4.18,7.2,NA,3672862
2019,JonVea Johnson,Toledo,WR,70.75,188,8.88,31.375,NA,4.4,12,35,128,4.17,6.68,NA,NA
2019,Justin Johnson,Mississippi State,TE,75,235,9.25,32.25,NA,4.6,22,34,120,4.47,7.36,NA,NA
2019,KeeSean Johnson,Frenso State (CA),WR,73.13,201,9.5,32,NA,4.6,14,30,117,4.23,6.81,NA,3124537
2019,Lonnie Johnson,Kentucky,CB,74.13,213,9.13,32.63,NA,4.52,15,38,129,4.1,NA,NA,4240780
2019,Olabisi Johnson,Colorado State,WR,72.5,204,10.38,30.75,NA,4.51,14,38,124,4.16,NA,NA,3917067
2019,PJ Johnson,Arizona,DT,75.38,321,9.5,33.125,NA,5.34,18,24.5,94,4.97,7.89,NA,3910660
2019,Ty Johnson,Maryland,RB,70.75,210,9.13,30.125,NA,4.4,13,34.5,123,NA,NA,NA,3915411
2019,Tyron Johnson,Oklahoma State,WR,72.88,193,9.25,30.875,NA,4.36,16,30,116,4.4,7.07,NA,3894912
2019,Daniel Jones,Duke,QB,77.13,221,9.75,32.5,NA,4.81,NA,33.5,120,4.41,NA,NA,NA
2019,Dre'Mont Jones,Ohio State,DT,74.75,281,9.63,33.75,NA,5.12,18,31.5,110,4.53,NA,NA,3915525
2019,Fredrick Jones,Florida State,DT,73.75,318,9.25,32.375,NA,5.32,26,24,100,4.96,7.85,NA,3122924
2019,Jahair Jones,Miami (FL),OG,76,311,9.5,34,NA,5.4,24,26,88,4.96,8.06,NA,3672863
2019,Jordan Jones,Kentucky,LB,73.88,234,9,31.75,NA,4.62,23,32.5,123,4.37,NA,NA,NA
2019,Tyler Jones,North Carolina State,OG,75,306,9.75,33.75,NA,NA,23,31.5,111,4.82,NA,NA,NA
2019,Michael Jordan,Ohio State,C,77.88,312,10,34.25,NA,5.27,19,32.5,116,4.71,NA,NA,NA
2019,Kendall Joseph,Clemson,LB,71.63,233,9.75,31.63,NA,5.05,25,26.5,109,4.47,7.63,NA,3122843
2019,Vosean Joseph,Florida,LB,73.38,230,9.63,31.38,NA,NA,14,28,106,4.75,7.64,NA,4034945
2019,Micah Kapoi,Wisconsin,OG,74.75,308,10,31.625,NA,5.55,23,27.5,99,5.16,8.36,NA,NA
2019,Corbin Kaufusi,Brigham Young,DE,80.5,279,9.13,36.125,NA,NA,NA,NA,NA,NA,NA,NA,530622
2019,Kingsley Keke,Texas A&M,DE,74.63,288,9.75,34.5,NA,4.95,20,31.5,111,4.46,7.38,NA,3917340
2019,Anthoula Kelly,Frenso State (CA),CB,69.25,182,8.63,29.875,NA,4.44,16,38.5,120,4.31,7.18,NA,4242993
2019,Derrick Kelly,Florida State,OT,76.75,307,9.75,34,NA,5.44,25,28,105,5.03,8.2,NA,NA
2019,Kyle Kempt,Iowa State,QB,76.25,225,9.38,32.375,NA,4.91,NA,27,113,4.51,7.26,NA,552119
2019,Derek Kief,Alabama,WR,76.5,204,8.88,32.625,NA,4.72,NA,35,125,4.32,7.07,NA,3126358
2019,Tyree Kinnel,Michigan,FS,71,207,9.13,30.625,NA,4.51,15,34.5,117,4.14,6.78,NA,3929926
2019,Billy Kinney,West Virginia,P,74.75,229,9.38,31.75,NA,NA,NA,NA,NA,NA,NA,NA,3116461
2019,Brandon Knight,Indiana,OT,75.75,314,10,33.375,NA,NA,27,NA,NA,NA,NA,NA,3929795
2019,Dawson Knox,Mississippi,TE,76.38,254,9.75,33.5,NA,4.59,16,34.5,122,4.27,7.02,NA,3930086
2019,Demetrius Knox,Ohio State,OG,76,310,10.5,33,NA,NA,15,NA,NA,NA,NA,NA,NA
2019,Davis Koppenhaver,Duke,TE,75.63,245,9.13,31.25,NA,4.92,14,32,113,4.51,7.38,NA,3116573
2019,Tre Lamar,Clemson,LB,75.88,253,9.5,32.25,NA,5.01,NA,34.5,121,4.54,7.46,NA,4035474
2019,Darrell Langham,Miami (FL),TE,76.75,249,10.5,35.5,NA,4.74,12,32.5,121,4.47,7.59,NA,3135737
2019,Isaiah Langley,Southern California,CB,71.25,179,8.25,31,NA,4.56,7,34,124,4.22,6.76,NA,3912549
2019,Dexter Lawrence,Clemson,DT,76.5,342,10.5,34.75,NA,5.05,36,NA,NA,NA,NA,NA,4035483
2019,Patrick Lawrence,Baylor,OT,78.13,303,9.75,34.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Justin Layne,Michigan State,CB,73.75,192,9.25,33,NA,4.5,NA,37.5,134,4.09,NA,NA,4046719
2019,Jonathan Ledbetter,Georgia,DE,75.75,280,9.88,34.5,NA,5.14,22,26.5,108,4.69,7.72,NA,3728308
2019,Brandon Lee,Missouri,OLB,74.5,228,9.63,33.25,NA,NA,14,36,113,4.37,7.27,NA,NA
2019,Cyontai Lewis,Florida,TE,76.63,238,9.75,33.75,NA,4.84,10,31.5,119,4.58,7.36,NA,NA
2019,Donnie Lewis,Tulane (LA),CB,72.25,190,9.25,30.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Drew Lewis,Colorado,OLB,74.25,229,10,32,NA,4.52,20,34,129,4.3,7.01,NA,3127302
2019,Shelton Lewis,Florida Atlantic,CB,70.25,179,9.13,29.625,NA,4.54,15,36,124,4.4,7.2,NA,NA
2019,Nick Linder,Indiana,C,75,307,9.75,32.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Chris Lindstrom,Boston College,OG,75.75,308,9.5,34.13,NA,4.91,25,30.5,117,4.54,NA,NA,3672833
2019,TJ Linta,Wagner (NY),QB,75.25,233,9.88,31.25,NA,5.22,NA,NA,NA,4.68,NA,NA,NA
2019,Greg Little,Mississippi,OT,77.25,310,10.25,35.25,NA,5.33,15,25,113,4.74,8.19,NA,237135
2019,Toa Lobendahn,Southern California,C,75.13,300,9.63,31.375,NA,NA,36,28.5,102,NA,NA,NA,3120360
2019,Drew Lock,Missouri,QB,75.75,228,9,32.5,NA,4.69,NA,31,112,4.12,NA,NA,3924327
2019,PJ Locke,Texas,FS,70.25,202,9.38,31,NA,4.57,22,36,120,4.26,7.13,NA,NA
2019,Damarkus Lodge,Mississippi,WR,73.88,202,9.5,33.125,NA,4.55,11,33.5,119,4.53,NA,NA,NA
2019,Madre London,Tennessee,RB,72.88,215,10.38,31.875,NA,4.63,19,31.5,121,4.58,7.19,NA,3134678
2019,David Long,Michigan,CB,70.63,196,9.63,30.88,NA,4.45,15,39.5,120,3.97,NA,NA,4046536
2019,Bryce Love,Stanford,RB,68.88,200,9.13,29.38,NA,NA,18,NA,NA,NA,NA,NA,3931398
2019,Julian Love,Notre Dame,CB,70.75,195,9,31.75,NA,4.54,14,36,121,4.1,6.83,NA,4046675
2019,John Lovett,Princeton,FB,74.25,234,9.75,31.25,NA,4.68,NA,32,121,4.13,6.83,NA,4259180
2019,Joe Lowery,Ohio,OT,78.13,300,9.75,32.5,NA,5.22,23,26.5,101,4.97,8,NA,3126065
2019,Alize Mack,Notre Dame,TE,76,249,9.38,33.75,NA,4.7,22,36,120,4.34,NA,NA,3932433
2019,Daylon Mack,Texas A&M,DT,73,336,10.25,31.25,NA,5.1,30,27,102,4.95,NA,NA,3917316
2019,Isaiah Mack,Tennessee-Chattanooga,DT,73.25,299,9.63,31.75,NA,4.99,25,32.5,109,4.67,7.5,NA,NA
2019,Tanner Mangum,Brigham Young,QB,74.13,203,8.63,30.625,NA,4.9,NA,28,110,4.41,7.2,NA,545796
2019,Andrew Marshall,Georgia Tech,OG,76.25,300,9.63,31.625,NA,5.37,19,24.5,100,NA,NA,NA,3116624
2019,Iman Marshall,Southern California,CB,72.63,207,9.5,30.38,NA,4.53,16,32.5,117,4.39,7.09,NA,3912545
2019,Lawrence Marshall,Michigan,DT,75.13,270,10.13,34,NA,5.22,NA,30.5,107,4.94,7.75,NA,3115980
2019,TaQuon Marshall,Georgia Tech,RB,69.5,183,8.63,29.875,NA,4.7,NA,31,106,4.3,7.26,NA,3917810
2019,Koda Martin,Syracuse,OT,78.63,300,9.5,32.625,NA,5.19,24,27,102,4.7,7.5,NA,3122145
2019,Wes Martin,Indiana,OG,74.63,311,9.38,32.75,NA,5.41,38,28.5,113,4.82,7.56,NA,3128263
2019,Alexander Mattison,Boise State,RB,70.88,221,9.13,31,NA,4.67,22,35,127,4.29,NA,NA,4048244
2019,Jalan McClendon,Baylor,QB,76.5,222,9.75,32.875,NA,4.82,NA,31.5,114,4.4,7.09,NA,3116715
2019,Erik McCoy,Texas A&M,C,75.88,303,9.63,33,NA,4.89,29,31,107,4.62,NA,NA,3917331
2019,Kaleb McGary,Washington,OT,79.5,320,10.25,32.875,NA,5.05,23,33.5,111,4.58,NA,NA,NA
2019,Khalid McGee,South Florida,SS,69.25,195,9.5,30.625,NA,4.57,14,27.5,104,4.52,7.44,NA,3923385
2019,Connor McGovern,Penn State,OL,77.38,308,9.88,34.13,NA,NA,28,NA,112,4.57,NA,NA,4033748
2019,Chase McLaughlin,Illinois,K,71.88,187,9.25,29.625,NA,NA,NA,NA,NA,NA,NA,NA,3150744
2019,Mark McLaurin,Mississippi State,S,73.5,212,9.63,31.63,NA,4.77,12,36,115,4.46,NA,NA,3917286
2019,Terry McLaurin,Ohio State,WR,72.13,208,9.13,31.5,NA,4.35,18,37.5,125,4.15,NA,NA,3121422
2019,Marcus McMaryion,Frenso State (CA),QB,72.75,206,10,31,NA,4.76,NA,35,110,4.32,NA,NA,3127332
2019,Travon McMillian,Colorado,RB,71.25,210,8.75,30.875,NA,4.48,22,32,122,4.46,7.22,NA,3124074
2019,Trace McSorley,Penn State,QB,72.13,202,9.13,31,NA,4.57,NA,33,115,4.12,NA,NA,3116172
2019,Carson Meier,Oklahoma,TE,77.13,255,9.75,32,NA,4.91,19,34.5,116,4.72,7.6,NA,3116384
2019,DK Metcalf,Mississippi,WR,75.38,228,9.88,34.875,NA,4.33,27,40.5,134,4.5,7.23,NA,4047650
2019,Jakobi Meyers,North Carolina State,WR,73.63,203,9.5,32,NA,4.63,13,37,118,4.23,6.87,NA,3916433
2019,Adrian Middleton,Kentucky,DT,75.38,294,9.38,33.625,NA,5.16,30,28.5,106,4.89,8.23,NA,3126321
2019,Durrant Miles,Boise State,DE,76.63,263,10.25,32.25,NA,4.9,24,34,113,4.32,7.22,NA,546295
2019,Joshua Miles,Morgan State (MD),OG,77,314,10.75,35.625,NA,5.32,18,36,109,4.75,NA,NA,NA
2019,Christian Miller,Alabama,EDG,75.38,247,9.75,35.13,NA,NA,18,38.5,118,4.49,7.43,NA,3126362
2019,Jordan Miller,Washington,CB,72.88,186,9.63,32.88,NA,4.49,6,37,125,4.38,7.3,NA,NA
2019,Scott Miller,Bowling Green (OH),WR,69.13,174,8.75,29.25,NA,4.36,15,34,123,4.02,6.97,NA,3914397
2019,Shareef Miller,Penn State,EDG,76.5,254,10.13,33.63,NA,4.69,16,29.5,NA,4.45,NA,NA,3929648
2019,Wyatt Miller,Central Florida,OG,77.5,302,9.75,34.75,NA,5.37,14,26.5,101,4.78,8,NA,3128449
2019,Gardner Minshew,Washington State,QB,72.88,225,10.13,31.75,NA,4.97,NA,33.5,116,4.45,NA,NA,4038524
2019,Dillon Mitchell,Oregon,WR,73.25,197,9,31.5,NA,4.46,12,36.5,122,4.29,6.93,NA,4038938
2019,Darrien Molton,Washington State,CB,70.13,183,8.25,30,NA,4.54,11,35,120,4.35,7.09,NA,3912614
2019,Bryan Mone,Michigan,DT,75,366,10.5,33.625,NA,5.53,20,26,96,5.41,7.88,NA,3115979
2019,Dakari Monroe,San Jose State,CB,70.38,190,8.63,31.25,NA,4.57,11,35.5,116,4.41,7.41,NA,3921688
2019,Aaron Monteiro,Boston College,OT,78,311,10.25,33.875,NA,5.31,19,29.5,106,4.77,7.82,NA,3915304
2019,David Montgomery,Iowa State,RB,70.13,222,9.25,31.38,NA,4.63,15,28.5,121,4.23,7.12,NA,4035538
2019,Brendan Moore,Maryland,OG,75.63,306,9.88,31.5,NA,5.38,20,28.5,106,4.83,7.69,NA,NA
2019,Jalin Moore,Appalachian State (NC),RB,70,212,9.25,32.38,NA,NA,27,33,114,4.39,NA,NA,3123675
2019,Foster Moreau,Louisiana State,TE,75.63,253,9.63,33.5,NA,4.66,22,36.5,121,4.11,NA,NA,3843945
2019,Jimmy Moreland,James Madison (VA),CB,69.75,179,9,29.625,NA,4.46,8,39,120,4.26,6.83,NA,NA
2019,Stanley Morgan,Nebraska,WR,72,202,9.88,32.375,NA,4.53,14,38.5,125,4.13,NA,NA,NA
2019,Trayvon Mullen,Clemson,CB,73.5,199,9.13,31,NA,4.46,NA,34.5,123,NA,NA,NA,4035458
2019,Kyler Murray,Oklahoma,QB,70.13,207,9.5,28.5,NA,NA,NA,NA,NA,NA,NA,NA,3917315
2019,Nyqwan Murray,Florida State,WR,70.25,193,9,30.625,NA,4.63,8,34,113,4.4,NA,NA,3921571
2019,Sam Mustipher,Notre Dame,C,74.25,306,9,32.125,NA,5.63,20,26.5,101,4.84,8.25,NA,3129307
2019,Flynn Nagel,Northwestern,WR,71.25,188,8.38,29.25,NA,4.73,11,28.5,102,4.21,6.95,NA,3915987
2019,Isaac Nauta,Georgia,TE,75.25,244,9.38,31.88,NA,4.91,19,28,114,4.43,7.44,NA,4035014
2019,Anthony Nelson,Iowa,DE,79,271,9.88,34.88,NA,4.82,18,35.5,118,4.23,NA,NA,NA
2019,Chris Nelson,Texas,DT,72.88,298,9.13,32,NA,5.56,23,32,103,4.85,7.93,NA,3125125
2019,Matt Nelson,Iowa,DT,79,296,9.38,34.875,NA,5.15,15,30.5,111,4.61,7.45,NA,NA
2019,Tyler Newsome,Notre Dame,P,75,218,9.25,30.25,NA,NA,30,NA,NA,NA,NA,NA,3129309
2019,Yosuah Nijman,Virginia Tech,OT,78.75,314,10.13,34.125,NA,4.88,27,30.5,114,4.5,7.29,NA,3871880
2019,Keisean Nixon,South Carolina,CB,70.25,196,9.75,30.75,NA,4.42,10,32.5,120,4.52,7.28,NA,4259493
2019,Sean Nuernberger,Ohio State,K,73,237,8.75,30.5,NA,NA,20,NA,NA,NA,NA,NA,3121425
2019,Tito Odenigbo,Miami (FL),DT,75.38,311,9.5,33.75,NA,5.2,22,25.5,107,4.84,8.04,NA,3115929
2019,Bobby Okereke,Stanford,LB,73.38,239,10.13,34.5,NA,4.58,16,33.5,122,4.26,7.02,NA,3117253
2019,Ed Oliver,Houston,DT,73.88,287,9.25,31.75,NA,4.73,32,36,120,4.22,7.15,NA,4039303
2019,Josh Oliver,San Jose State,TE,76.63,249,10.75,33.5,NA,4.63,22,34,117,4.47,NA,NA,3921690
2019,Qadree Ollison,Pittsburgh,RB,72.63,228,9.63,31.5,NA,4.58,19,29.5,114,4.31,7.13,NA,3123944
2019,Charles Omenihu,Texas,DE,77.38,280,9.38,36,NA,4.92,15,36.5,115,4.36,7.25,NA,3929865
2019,Iosua Opeta,Weber State (UT),OL,76.25,301,9.88,33.25,NA,5.02,39,33,112,4.94,NA,NA,NA
2019,Amani Oruwariye,Penn State,CB,73.63,205,9,31.38,NA,4.47,17,36.5,120,4.16,NA,NA,3116175
2019,Jameer Outsey,Nevada Las Vegas,DE,74.75,254,10.25,32.5,NA,4.95,15,28.5,115,4.75,7.53,NA,3144986
2019,Devine Ozigbo,Nebraska,RB,70.75,222,9.25,31,NA,4.65,19,37,124,4.27,6.95,NA,3699935
2019,Donald Parham,Stetson,TE,80.38,240,10.25,35.5,NA,4.68,17,38.5,125,4.51,7.53,NA,NA
2019,Ed Paris,Louisiana State,SS,72.25,208,10,31.875,NA,4.59,15,33.5,116,4.28,6.96,NA,559756
2019,Kyrion Parker,Central Missouri,WR,74.75,207,10.25,33.25,NA,4.56,9,37,126,4.46,7.2,NA,549889
2019,Natrez Patrick,Georgia,ILB,74.5,244,10.25,33.125,NA,4.97,15,31,118,4.56,7.19,NA,3728310
2019,Javon Patterson,Mississippi,C,74.88,307,9,32.5,NA,5.13,27,27.5,98,4.78,NA,NA,3691031
2019,DAndre Payne,Iowa State,CB,69.38,188,9.88,30.375,NA,4.53,12,33,118,4.4,7.16,NA,NA
2019,Tristan Payton,Central Florida,WR,71.63,197,8.25,31.5,NA,4.59,11,32.5,116,4.34,6.9,NA,3929047
2019,Chris Peace,Virginia,OLB,73.88,238,8.25,32,NA,4.73,23,30,116,4.37,7.25,NA,3124030
2019,Brian Peavy,Iowa State,CB,68.25,192,9.13,30.625,NA,4.69,11,35,114,4.27,6.81,NA,3128393
2019,Peyton Pelluer,Washington State,ILB,72.25,228,9.63,30,NA,4.99,24,28.5,111,4.43,7.41,NA,550639
2019,Jamal Peters,Mississippi State,CB,73.75,218,9.75,32.38,NA,4.63,10,28.5,115,NA,NA,NA,3917279
2019,Tyler Petite,Southern California,TE,75.63,234,9.5,32,NA,4.73,NA,27.5,111,4.46,7.2,NA,3912557
2019,Justin Phillips,Oklahoma State,ILB,71.75,230,9.5,31.875,NA,NA,20,32,108,NA,NA,NA,3122441
2019,Kyle Phillips,Tennessee,DE,75.75,277,9.75,33.5,NA,4.68,17,32.5,115,4.77,7.44,NA,3886528
2019,Adarius Pickett,UCLA,SS,70.75,201,9,30.75,NA,4.74,17,28,109,4.16,6.76,NA,3117414
2019,Ravian Pierce,Syracuse,TE,74.5,247,9.63,33.125,NA,4.75,24,29,118,4.59,7.34,NA,559678
2019,Ross Pierschbacher,Alabama,C,75.63,308,10,32.125,NA,5.2,20,22.5,NA,4.7,NA,NA,3126364
2019,Trey Pipkins,Sioux Falls,OT,78.13,309,9.63,33.875,NA,5.12,16,33.5,114,4.7,NA,NA,NA
2019,Jachai Polite,Florida,EDG,74.88,258,9.75,32.63,NA,4.84,14,32,102,NA,7.59,NA,4034967
2019,Tony Pollard,Memphis,RB,71.63,210,9.5,30,NA,4.52,13,35,121,4.37,7,NA,3916148
2019,Ryan Pope,San Diego State,OT,79,320,11.13,34.25,NA,5.03,25,28.5,98,5.09,7.85,NA,3917563
2019,Tyler Powell,North Carolina,DE,74.88,266,9.25,31.5,NA,4.88,24,34.5,117,4.47,7.52,NA,NA
2019,Ben Powers,Oklahoma,OG,76,307,9.88,33.75,NA,NA,21,29,97,4.83,NA,NA,4037650
2019,Germaine Pratt,North Carolina State,LB,74.5,240,9.13,31.63,NA,4.57,24,32.5,116,4.45,NA,NA,3116724
2019,Terronne Prescod,North Carolina State,OG,76.5,330,10.13,32.25,NA,5.68,19,25,94,5.12,8.53,NA,NA
2019,Damian Prince,Maryland,OG,76.63,306,9,33.5,NA,5.53,19,26.5,101,5.02,8.58,NA,3128311
2019,Isaiah Prince,Ohio State,OT,78.5,305,10.13,35.5,NA,5.09,23,27,115,5.02,NA,NA,3915532
2019,Ryan Pulley,Arkansas,CB,70.63,209,9.25,32.75,NA,4.61,11,31,111,4.31,NA,NA,3916913
2019,Michiah Quick,Frenso State (CA),WR,70.5,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116390
2019,TJ Rahming,Duke,WR,68.25,163,8.63,29.125,NA,4.64,NA,32,114,4.63,6.88,NA,3917787
2019,Taylor Rapp,Washington,S,72.13,208,9,30.75,NA,4.78,17,35,115,3.99,NA,NA,4039007
2019,Anthony Ratliff-Williams,North Carolina,WR,72.25,205,9.5,30.75,NA,4.57,14,35,126,4.38,6.9,NA,3895828
2019,Wyatt Ray,Boston College,EDG,75.25,257,9.38,32.5,NA,4.83,25,34,118,4.31,NA,NA,3915285
2019,Chris Rayford,Mississippi State,CB,70.5,199,9.5,31.625,NA,4.49,24,33.5,118,4.18,6.85,NA,559652
2019,Dax Raymond,Utah State,TE,76.88,255,10.25,32.63,NA,4.73,15,32,109,4.39,NA,NA,3932963
2019,Sheldrick Redwine,Miami (FL),S,72,196,9.38,31.75,NA,4.44,10,39,130,4.14,7.11,NA,3917852
2019,Malik Reed,Nevada,OLB,73.25,234,9.38,31.25,NA,4.85,19,32.5,119,4.35,6.89,NA,NA
2019,Troy Reeder,Delaware,ILB,73,235,9.38,29.875,NA,4.63,27,37.5,122,4.14,7,NA,3116177
2019,Chris Register,Clemson,DE,74.75,242,9.63,33.125,NA,4.9,21,32,117,4.6,7.6,NA,3122847
2019,Keegan Render,Iowa,C,75,305,9.88,32,NA,5.39,20,27.5,100,4.71,7.52,NA,NA
2019,Hunter Renfrow,Clemson,WR,70.5,180,7.88,29,NA,4.59,7,35,116,4.19,NA,NA,3135321
2019,Mook Reynolds,Texas A&M-Commerce,CB,71.75,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3871871
2019,Ross Reynolds,Iowa,OG,74.88,304,9.88,32.75,NA,5.12,27,35.5,105,4.49,7.29,NA,NA
2019,Milan Richard,Clemson,TE,74.63,255,9.5,34.25,NA,4.69,20,29.5,115,4.65,7.59,NA,3122853
2019,AJ Richardson,Boise State,WR,71.38,202,9.5,30.125,NA,4.62,11,33.5,110,4.44,7.12,NA,3124369
2019,Riley Ridley,Georgia,WR,73.25,194,10.25,32.625,NA,4.58,13,30.5,124,4.28,NA,NA,4035015
2019,Dalton Risner,Kansas State,OT,76.75,312,10.25,34,NA,5.3,23,28.5,110,4.52,NA,NA,3125082
2019,Derick Roberson,Sam Houston State (TX),OLB,74.88,247,9.88,32.875,NA,4.74,18,34.5,116,4.22,7.26,NA,NA
2019,Greg Roberts,Baylor,DE,77.13,258,9.13,32.375,NA,4.73,23,34.5,120,4.53,7.11,NA,3139108
2019,Elijah Rodriguez,Texas,OG,76.25,311,8.63,32.5,NA,NA,21,27,95,NA,NA,NA,NA
2019,Tyler Roemer,San Diego State,OT,78.38,312,10.25,33.875,NA,5.21,18,30.5,108,4.76,NA,NA,4036833
2019,Darian Roseboro,North Carolina State,DT,75.13,283,9.88,32,NA,5.06,28,25,109,4.72,7.44,NA,3686709
2019,Malik Rosier,Miami (FL),QB,72,224,9.5,31.125,NA,4.75,NA,28.5,103,4.63,7.68,NA,3123047
2019,Brock Ruble,Toledo,OT,80.25,324,9.63,33.625,NA,5.4,15,24.5,100,5.13,8.15,NA,3122934
