Draft Class,Name,School,Position,Height,Weight,Hand Size,Arm Length,Wonderlic,40 Yard Dash,Bench Press,Vertical,Broad Jump,Shuttle,3 Cone,60Yd Shuttle
2019,Darrell Langham,Miami (FL),TE,76.75,249,10.5,35.5,,4.74,12,32.5,121,4.47,7.59,
2019,Cyontai Lewis,Florida,TE,76.63,238,9.75,33.75,,4.84,10,31.5,119,4.58,7.36,
2019,Alize Mack,Notre Dame,TE,76,249,9.38,33.75,,4.7,22,36,120,4.34,7.27,11.93
2019,Carson Meier,Oklahoma,TE,77.13,255,9.75,32,,4.91,19,34.5,116,4.72,7.6,
2019,Foster Moreau,Louisiana State,TE,75.63,253,9.63,33.5,,4.66,22,36.5,121,4.11,7.16,11.81
2019,Isaac Nauta,Georgia,TE,75.25,244,9.38,31.88,,4.91,19,28,114,4.43,7.45,12.26
2019,Josh Oliver,San Jose State,TE,76.63,249,10.75,33.5,,4.63,22,34,117,4.47,7.21,12.01
2019,Donald Parham,Stetson,TE,80.38,240,10.25,35.5,,4.68,17,38.5,125,4.51,7.53,
2019,Tyler Petite,Southern California,TE,75.63,234,9.5,32,,4.73,,27.5,111,4.46,7.2,
2019,Ravian Pierce,Syracuse,TE,74.5,247,9.63,33.125,,4.75,24,29,118,4.59,7.34,
2019,Dax Raymond,Utah State,TE,76.88,255,10.25,32.63,,4.73,15,32,109,4.39,7.15,11.87
2019,Milan Richard,Clemson,TE,74.63,255,9.5,34.25,,4.69,20,29.5,115,4.65,7.59,
2019,Drew Sample,Washington,TE,77,255,9.63,33.38,,4.71,,33.5,115,4.31,7.15,11.85
2019,Mavin Saunders,Kansas,TE,76.5,236,10.13,33,,4.87,12,31,111,,,
2019,Irv Smith,Alabama,TE,74.38,242,9.5,31.5,,4.63,19,32.5,110,4.33,7.32,12.44
2019,Kaden Smith,Stanford,TE,77,255,9.63,32.25,,4.92,15,32,108,4.47,7.08,
2019,Matt Sokol,Michigan State,TE,77,253,8.75,32.625,,4.87,23,30.5,112,4.34,7.35,
2019,Moral Stephens,Florida,TE,75,252,9.13,32.5,,4.78,12,31,112,5.14,7.37,
2019,Jace Sternberger,Texas A&M,TE,76,251,9.75,32.13,,4.75,17,31.5,113,4.31,7.19,12.09
2019,Thomas Sweeney,Boston College,TE,76.5,251,9.75,32.75,,4.84,17,32,115,4.31,7.17,
2019,Kahale Warring,San Diego State,TE,77.13,252,9.75,32.75,,4.67,19,36.5,122,4.25,7.21,11.72
2019,Jerome Washington,Rutgers,TE,74.88,241,9.5,33.25,,4.81,18,30,116,4.53,7.32,
2019,Nic Weishar,Notre Dame,TE,76.38,240,8.5,31.875,,5.05,15,27,104,4.52,7.1,
2019,Ari Werts,East Tennessee State,TE,76.25,227,9.63,34.125,,4.73,13,31.5,120,4.71,7.44,
2019,Trevon Wesco,West Virginia,TE,75.5,267,9.5,34.75,,4.89,24,31,117,4.38,7.18,12.32
2019,Caleb Wilson,UCLA,TE,76.25,240,9.75,33,,4.56,14,29,113,4.4,7.2,12.18
2020,Devin Asiasi,UCLA,TE,75,257,9.75,33.25,,4.73,16,30.5,115,,,
2020,Jacob Breeland,Oregon,TE,76.88,252,9.88,32.63,,,,,,,,
2020,Harrison Bryant,Florida Atlantic,TE,76.75,243,9.5,30.63,,4.73,13,32.5,110,4.37,7.41,
2020,Hunter Bryant,Washington,TE,74.25,248,10.38,32,,4.74,23,32.5,115,4.46,7.08,
2020,Josiah Deguara,Cincinnati,TE,74.38,242,9,31.63,,4.72,25,35.5,115,4.35,7.15,
2020,Brycen Hopkins,Purdue,TE,75.88,245,10.13,32.13,,4.66,21,33.5,116,4.28,7.25,
2020,Cole Kmet,Notre Dame,TE,77.75,262,10.5,33,,4.7,,37,123,4.41,7.44,
2020,Sean McKeon,Michigan,TE,77,242,9.13,33.5,,,18,,,,,
2020,Thaddeus Moss,Louisiana State,TE,73.88,250,9.88,31.88,,,,,,,,
2020,Cheyenne O'Grady,Arkansas,TE,75.75,253,10.13,33.63,,4.81,16,34,119,4.34,7.3,
2020,Albert Okwuegbunam,Missouri,TE,77.5,258,10.25,34.13,,4.49,,,,,,
2020,Colby Parkinson,Stanford,TE,79.25,252,9.63,33.25,,4.77,18,32.5,109,4.46,7.15,
2020,Jared Pinkney,Vanderbilt,TE,76,257,10.5,32.88,,4.96,23,,,,,
2020,Stephen Sullivan,Louisiana State,TE,76.88,248,10.13,35.38,,4.66,,36.5,123,4.62,7.51,
2020,Charlie Taumoepeau,Portland State (OR),TE,74.25,240,9.5,32.25,,4.75,18,36.5,121,4.27,7,
2020,Adam Trautman,Dayton,TE,77,255,9.5,32.63,,4.8,18,34.5,114,4.27,6.78,
2020,Mitchell Wilcox,South Florida,TE,75.5,247,9.13,32.25,,4.88,,31,112,4.43,7.37,
2020,Charlie Woerner,Georgia,TE,76.63,244,10,31.13,,4.78,21,34.5,120,4.46,7.18,
2020,Dom Wood-Anderson,Tennessee,TE,76,257,9.75,33.13,,4.92,,35,119,,,
2021,Cary Angeline,North Carolina State,TE,78.5,245,10,33,,4.89,12,29,109,4.59,7.19,
2021,John Bates,Boise State,TE,77.38,250,9.625,32.5,,4.84,19,31.5,120,4.35,6.85,
2021,Shaun Beyer,Iowa,TE,76.88,250,9.75,33.25,,4.81,22,31.5,119,4.26,7.02,
2021,Daniel Crawford,Northern Illinois,TE,73.75,245,10.5,32.625,,4.7,14,32.5,113,4.45,7.19,
2021,Zach Davidson,Central Missouri,TE,78.63,245,9.5,32,,4.64,17,37.5,117,4.26,6.95,
2021,Nick Eubanks,Michigan,TE,76.5,245,9.75,33.25,,4.69,19,34,120,4.53,7.32,
2021,Luke Farrell,Ohio State,TE,77.5,251,9.25,33,,4.82,22,36.5,118,4.33,7.14,
2021,Miller Forristall,Alabama,TE,76.75,239,10.25,33,,4.79,20,35,118,4.45,7.03,
2021,Pat Freiermuth,Penn State,TE,77,251,9.875,32.5,,,,,113,,,
2021,Noah Gray,Duke,TE,75,240,9.375,31.625,,4.62,15,35,115,4.45,6.9,
2021,Scooter Harrington,Stanford,TE,76.75,250,10.125,34.75,,5.19,,29,105,4.53,7.2,
2021,Brevin Jordan,Miami (FL),TE,74.63,247,9.75,32.875,,4.68,17,34,116,4.5,7.57,
2021,Hunter Kampmoyer,Oregon,TE,76.38,243,9.125,31.375,,4.83,21,31,113,4.56,7.28,
2021,Tre McKitty,Georgia,TE,76.25,246,11,32.75,,,23,,118,,,
2021,Briley Moore,Kansas State,TE,76.25,240,9.875,31,,4.66,26,37.5,123,4.37,7.24,
2021,Kyle Pitts,Florida,TE,77.63,245,10.625,33.5,,4.44,22,33.5,129,4.35,7.12,
2021,Tony Poljan,Virginia,TE,78.75,251,9.375,33.5,,4.89,23,33.5,113,4.5,7.34,
2021,Dylan Soehner,Iowa State,TE,78.63,268,9.625,33.5,,4.86,,30.5,112,4.43,7.32,
2021,Jack Stoll,Nebraska,TE,75.75,247,10,33.125,,4.68,16,31.5,119,4.29,6.93,
2021,DeAndre Washington,Arkansas-Monticello,TE,74.25,247,9,32,,,,,119,,,
2021,Kenny Yeboah,Mississippi,TE,75.88,250,9.375,33.25,,,15,34,116,,,
2022,Austin Allen,Nebraska,TE,79.63,253,9.5,33.63,,4.83,,34,121,4.26,7,
2022,Chase Allen,Iowa State,TE,78,251,9.63,34.13,,,,33.5,117,4.43,7.03,
2022,Daniel Bellinger,San Diego State,TE,76.88,253,10.13,32.5,,4.63,22,34.5,125,4.47,7.05,
2022,Grant Calcaterra,Southern Methodist (TX),TE,75.88,241,10,33.25,,4.62,20,,,,,
2022,Greg Dulcich,UCLA,TE,76,243,9.88,33.38,,4.69,16,34,122,4.37,7.05,
2022,Jake Ferguson,Wisconsin,TE,76.88,245,9.5,32.63,,4.81,15,31.5,118,4.48,7.03,
2022,Peyton Hendershot,Indiana,TE,76.13,246,9.13,32.88,,4.8,23,32.5,117,4.25,6.91,
2022,Curtis Hodges,Arizona State,TE,79.75,257,9.63,34.5,,4.85,,34.5,117,4.28,7.14,
2022,Charlie Kolar,Iowa State,TE,78.5,252,10,34.5,,,,,,,,
2022,Isaiah Likely,Coastal Carolina (SC),TE,76.5,245,10,31.88,,,,36,,4.57,,
2022,Trey McBride,Colorado State,TE,75.63,246,10.13,32.5,,,18,33,117,,,
2022,James Mitchell,Virginia Tech,TE,76,249,9.75,32.88,,,,,,,,
2022,Cade Otton,Washington,TE,77,247,9.5,32.75,,,,,,,,
2022,Teagan Quitoriano,Oregon State,TE,77.75,256,9.25,33.5,,,22,,,,,
2022,Jeremy Ruckert,Ohio State,TE,77.5,252,10.13,32.63,,,19,,,,,
2022,Cole Turner,Nevada,TE,78.5,249,9.75,33,,4.76,17,27,120,4.41,7.06,
2022,Jelani Woods,Virginia,TE,79.13,253,9.5,34.5,,4.61,24,,,,,
2022,Jalen Wydermyer,Texas A&M,TE,75.88,255,9.75,33.13,,,,,,,,
2023,Davis Allen,Clemson,TE,77.88,246,10,32.25,,4.84,,38.5,125,4.45,7.31,
2023,Jake Bobo,UCLA,TE,76,206,10,32.25,,4.99,,36,117,4.4,7.09,
2023,Payne Durham,Purdue,TE,77.63,255,9.75,33.38,,4.87,14,34.5,117,4.51,7.15,
2023,Noah Gindorff,North Dakota State,TE,78,263,10,33.13,,,16,,,,,
2023,Dalton Kincaid,Utah,TE,75.63,246,10.25,32.63,,,,,,,,
2023,Tucker Kraft,South Dakota State,TE,76.75,254,10,32.75,,4.69,23,34,122,4.29,7.08,
2023,Zack Kuntz,Old Dominion (VA),TE,79.38,255,10.25,34,,4.55,23,40,128,4.12,6.87,
2023,Sam LaPorta,Iowa,TE,75.25,245,10.25,32.13,,4.59,16,35,123,4.25,6.91,
2023,Cameron Latu,Alabama,TE,76.38,242,9.5,32.38,,4.78,14,32.5,120,4.32,7.31,
2023,Will Mallory,Miami (FL),TE,76.5,239,9.38,32.25,,4.54,20,36.5,121,4.4,7.18,
2023,Michael Mayer,Notre Dame,TE,76.5,249,9.5,31.63,,4.7,21,32.5,118,4.44,7.26,
2023,Luke Musgrave,Oregon State,TE,77.88,251,10.38,32.63,,4.61,19,36,125,4.41,7.09,
2023,Kyle Patterson,Air Force,TE,77.13,260,9.25,32.5,,,17,,,,,
2023,Luke Schoonmaker,Michigan,TE,77.25,251,9,32.88,,4.63,,33.5,127,4.27,6.81,
2023,Brenton Strange,Penn State,TE,75.88,253,9.63,31.13,,4.7,23,36,124,4.46,7.25,
2023,Leonard Taylor,Cincinnati,TE,76.63,250,10.13,32.75,,,10,,,4.98,,
2023,Travis Vokolek,Nebraska,TE,78.13,259,9.5,32.88,,,20,31,115,4.35,7.23,
2023,Darnell Washington,Georgia,TE,78.63,272,11,34.38,,4.64,21,31,122,4.08,,
2023,Blake Whiteheart,Wake Forest,TE,75.75,247,8.75,32.13,,4.7,20,35.5,115,,,
2023,Josh Whyle,Cincinnati,TE,78.5,248,9.5,31.5,,4.69,15,33.5,115,4.4,7.15,
2023,Brayden Willis,Oklahoma,TE,75.5,241,9.75,33.25,,,20,32,117,4.36,7.3,
2024,Erick All,Iowa,TE,76.13,252,10.13,33,,,,,,,,
2024,A.J. Barner,Michigan,TE,77.75,251,9,33.38,,,,,,,,
2024,Brock Bowers,Georgia,TE,75.13,243,9.75,32.75,,,,,,,,
2024,Devin Culp,Washington,TE,75.25,231,9.25,32.88,,4.47,,,,,,
2024,Dallin Holker,Colorado State,TE,75.13,241,10.13,33.63,,4.78,,32.5,122,4.21,6.83,
2024,Theo Johnson,Penn State,TE,78,259,10.25,33,,4.57,,39.5,125,4.19,7.15,
2024,Trey Knox,South Carolina,TE,75.38,240,9.38,34.25,,,,32.5,121,4.54,7.09,
2024,Tanner McLachlan,Arizona,TE,77.13,244,9.38,31.63,,4.61,,35,117,,,
2024,Tip Reiman,Illinois,TE,76.75,271,10.5,32.88,,4.64,28,33.5,121,4.26,7.02,
2024,JaTavion Sanders,Texas,TE,76,245,10.13,32.88,,4.69,,,,4.32,,
2024,Ben Sinnott,Kansas State,TE,76,250,9.5,32.38,,4.68,,40,126,4.23,6.82,
2024,Brevyn Spann-Ford,Minnesota,TE,78.63,260,10.25,33.38,,4.77,,31.5,116,,7.38,
2024,Cade Stover,Ohio State,TE,76,247,9.75,32.75,,4.65,,34.5,117,4.45,,
2024,Jack Westover,Washington,TE,74.75,243,9.13,32.13,,,,,,,,
2024,Jared Wiley,Texas Christian,TE,78,249,9.5,33.25,,4.62,,37,118,,7.19,
